customer_id,wallet_status,risk_exception_approved,risk_exception_reference,dormant_handling_status,initialization_date,product_code,initialization_batch
CUST100021,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100022,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100023,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100024,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100025,OPENED,False,,COMPLETED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100026,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100027,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100028,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100029,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100030,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100031,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100032,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100033,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100034,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100035,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100036,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100037,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100038,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100039,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100040,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100041,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100042,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100043,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100044,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100045,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100046,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100047,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100048,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100049,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100050,REVIEW,False,,COMPLETED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100051,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100052,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100053,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100054,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100055,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100056,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100057,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100058,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100059,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100060,REVIEW,False,,COMPLETED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100061,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100062,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100063,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100064,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100065,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100066,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100067,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100068,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100069,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100070,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100071,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100072,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100073,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100074,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100075,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100076,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100077,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100078,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100079,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100080,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100081,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100082,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100083,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100084,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100085,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100086,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100087,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100088,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100089,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100090,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100091,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100092,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100093,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100094,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100095,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100096,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100097,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100098,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100099,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100100,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100101,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100102,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100103,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100104,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100105,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100106,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100107,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100108,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100109,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100110,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100111,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100112,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100113,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100114,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100115,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100116,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100117,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100118,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100119,OPENED,True,EXC-100119,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100120,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100121,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100122,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100123,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100124,PENDING,False,,COMPLETED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100125,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100126,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100127,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100128,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100129,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100130,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100131,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100132,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100133,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100134,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100135,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100136,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100137,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100138,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100139,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100140,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100141,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100142,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100143,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100144,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100145,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100146,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100147,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100148,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100149,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100150,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100151,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100152,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100153,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100154,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100155,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100156,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100157,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100158,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100159,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100160,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100161,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100162,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100163,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100164,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100165,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100166,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100167,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100168,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100169,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100170,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100171,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100172,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100173,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100174,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100175,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100176,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100177,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100178,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100179,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100180,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100181,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100182,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100183,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100184,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100185,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100186,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100187,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100188,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100189,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100190,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100191,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100192,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100193,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100194,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100195,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100196,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100197,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100198,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100199,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100200,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100201,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100202,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100203,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100204,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100205,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100206,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100207,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100208,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100209,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100210,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100211,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100212,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100213,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100214,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100215,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100216,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100217,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100218,REVIEW,False,,COMPLETED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100219,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100220,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100221,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100222,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100223,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100224,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100225,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100226,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100227,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100228,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100229,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100230,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100231,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100232,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100233,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100234,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100235,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100236,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100237,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100238,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100239,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100240,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100241,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100242,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100243,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100244,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100245,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100246,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100247,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100248,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100249,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100250,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100251,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100252,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100253,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100254,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100255,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100256,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100257,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100258,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100259,PENDING,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100260,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100261,REVIEW,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100262,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100263,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100264,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100265,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100266,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100267,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100268,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100269,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100270,OPENED,False,,PENDING,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100271,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100272,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
CUST100273,OPENED,False,,NOT_REQUIRED,2026-08-05,WALLET-01,BATCH-2026-08-05
